name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Mexico City,Mexico",2024-02-25T00:00:00,16.5,16.5,-2.3,27.54,0,3.2,,0,0,14,11.2,228.6,1012,0,24.1,0,0,0,10,Clear,clear-night,
"Mexico City,Mexico",2024-02-25T01:00:00,16,16,-2.7,27.61,0,0,,0,0,12.6,10.1,235,1012,0,24.1,0,0,0,10,Clear,clear-night,
"Mexico City,Mexico",2024-02-25T02:00:00,15.4,15.4,-3.1,27.85,0,0,,0,0,11.5,9.4,241.5,1012,0,24.1,0,0,0,10,Clear,clear-night,
"Mexico City,Mexico",2024-02-25T03:00:00,14.9,14.9,-3.5,27.91,0,0,,0,0,10.1,8.3,247.9,1012,0,24.1,0,0,0,10,Clear,clear-night,
"Mexico City,Mexico",2024-02-25T04:00:00,14.5,14.5,-4,27.59,0,0,,0,0,9.4,7.9,245.4,1012,0,24.1,0,0,0,10,Clear,clear-night,
"Mexico City,Mexico",2024-02-25T05:00:00,14.1,14.1,-4.6,27.06,0,0,,0,0,8.6,7.2,242.8,1013,0,24.1,0,0,0,10,Clear,clear-night,
"Mexico City,Mexico",2024-02-25T06:00:00,13.7,13.7,-5.1,26.75,0,0,,0,0,7.9,6.8,240.3,1013,0,24.1,0,0,0,10,Clear,clear-night,
"Mexico City,Mexico",2024-02-25T07:00:00,14.5,14.5,-5.5,24.64,0,0,,0,0,7.9,6.1,232.3,1013,0,24.1,47,0.2,0,10,Clear,clear-day,
"Mexico City,Mexico",2024-02-25T08:00:00,15.3,15.3,-6,22.52,0,0,,0,0,7.9,5.8,224.2,1013,0,24.1,93,0.3,1,10,Clear,clear-day,
"Mexico City,Mexico",2024-02-25T09:00:00,16.1,16.1,-6.4,20.76,0,0,,0,0,7.9,5,216.2,1013,0,24.1,140,0.5,1,10,Clear,clear-day,
"Mexico City,Mexico",2024-02-25T10:00:00,18,18,-7.5,16.91,0,0,,0,0,10.8,5.4,218.4,1012,0,24.1,354,1.3,4,10,Clear,clear-day,
"Mexico City,Mexico",2024-02-25T11:00:00,20,20,-8.7,13.6,0,0,,0,0,13.7,6.1,220.5,1011,0,24.1,568,2,6,10,Clear,clear-day,
"Mexico City,Mexico",2024-02-25T12:00:00,21.9,21.9,-9.8,11.1,0,0,,0,0,16.6,6.5,222.7,1010,0,24.1,782,2.8,8,10,Clear,clear-day,
"Mexico City,Mexico",2024-02-25T13:00:00,22.8,22.8,-9.9,10.43,0,0,,0,0,19.1,10.1,219.1,1008,0,24.1,845,3,8,10,Clear,clear-day,
"Mexico City,Mexico",2024-02-25T14:00:00,23.8,23.8,-9.9,9.81,0,0,,0,0,21.2,14,215.6,1007,0,24.1,909,3.3,9,10,Clear,clear-day,
"Mexico City,Mexico",2024-02-25T15:00:00,24.7,24.7,-10,9.23,0,0,,0,0,23.8,17.6,212,1005,0,24.1,972,3.5,10,10,Clear,clear-day,
"Mexico City,Mexico",2024-02-25T16:00:00,23.7,23.7,-9.4,10.27,0,0,,0,0,22.3,18,214.1,1006,0,24.1,814,2.9,8,10,Clear,clear-day,
"Mexico City,Mexico",2024-02-25T17:00:00,22.7,22.7,-8.7,11.52,0,0,,0,0,20.9,18.4,216.1,1007,0,24.1,657,2.4,7,10,Clear,clear-day,
"Mexico City,Mexico",2024-02-25T18:00:00,21.7,21.7,-8.1,12.83,0,0,,0,0,19.4,18.7,218.2,1008,0,24.1,499,1.8,5,10,Clear,clear-day,
"Mexico City,Mexico",2024-02-25T19:00:00,20.4,20.4,-7.5,14.56,0,0,,0,0,17.3,16.2,225,1009,0,24.1,336,1.2,0,10,Clear,clear-night,
"Mexico City,Mexico",2024-02-25T20:00:00,19.2,19.2,-6.9,16.43,0,0,,0,0,15.5,13.7,231.9,1011,0,24.1,173,0.6,0,10,Clear,clear-night,
"Mexico City,Mexico",2024-02-25T21:00:00,17.9,17.9,-6.3,18.66,0,0,,0,0,13.3,11.2,238.7,1012,0,24.1,10,0,0,10,Clear,clear-night,
"Mexico City,Mexico",2024-02-25T22:00:00,17.1,17.1,-6.3,19.63,0,0,,0,0,13.3,11.2,237.7,1012,0,24.1,7,0,0,10,Clear,clear-night,
"Mexico City,Mexico",2024-02-25T23:00:00,16.4,16.4,-6.4,20.36,0,0,,0,0,13.7,11.2,236.6,1013,0,24.1,3,0,0,10,Clear,clear-night,
